ts	imei	mwra	c.android.gm	c.katana	c.android.youtube	c.dogalize	c.android.chrome	c.updateassist	c.UCMobile.x86	c.UCMobile.intl	c.raider	c.android.vending
2018-05-05 10:26:00	3590433799317661388	1.00000	8.43865	6.78869	8.79118	12.16988	8.63018	0.00083	43.85796	68.50891	29.38812	73.80341
2018-05-05 10:27:00	3590433799317661933	1.00000	8.27076	10.27850	11.28243	14.05226	10.48281	0.02856	45.53321	78.17218	53.22853	10.74017
2018-05-05 10:28:00	863033069630348107	0.00000	10.85445	11.63272	8.40697	15.00281	12.76679	0.01766	41.55178	13.45288	76.08879	0.38236
2018-05-05 10:29:00	3590433799317661156	0.00000	10.70279	8.30671	7.57078	4.86518	13.82815	0.09701	71.11903	51.00162	65.32617	47.09420
2018-05-05 10:30:00	359043379931766361	1.00000	10.23358	16.45037	17.23508	9.79257	9.97020	0.00119	73.99117	42.12197	53.62072	62.66963
2018-05-05 10:31:00	359043379931766551	0.00000	12.46410	9.49661	7.24303	10.21994	12.97232	0.00461	28.52189	99.03995	62.97914	94.91975
2018-05-05 10:32:00	8630330696303482352	1.00000	8.74650	8.82531	12.21836	12.38559	8.35274	0.00164	71.34823	46.58294	62.75667	0.23639
2018-05-05 10:33:00	863033069630348362	1.00000	8.49978	12.38824	11.87519	8.07506	12.12439	0.00057	63.54560	50.42178	26.73739	10.00149
2018-05-05 10:34:00	359043379931766635	1.00000	7.01295	7.84214	11.71686	9.29026	10.25603	0.00085	43.24230	54.53494	90.39172	27.63410
2018-05-05 10:35:00	8630330696303481388	1.00000	7.44313	13.27738	12.52856	11.48869	12.63703	0.00213	60.10963	23.20373	12.95050	3.77719
2018-05-05 10:36:00	359043379931766429	1.00000	9.62907	6.86788	13.28896	12.35152	8.78981	0.00130	66.49290	18.53255	33.36724	5.79488
2018-05-05 10:37:00	3590433799317661966	1.00000	10.54770	8.55464	12.21985	13.03249	7.28839	0.00144	68.87872	8.85521	77.94884	66.64464
2018-05-05 10:38:00	8630330696303481040	1.00000	11.09590	8.08389	11.90063	13.92198	7.26698	0.00069	52.87156	24.62352	14.08959	53.07498
2018-05-05 10:39:00	863033069630348354	1.00000	10.23632	7.44618	9.16119	5.52757	12.56450	0.00183	55.47005	6.36071	61.72532	0.95702
2018-05-05 10:40:00	863033069630348974	1.00000	10.63017	10.44146	12.61028	13.64240	4.28095	0.00075	58.77636	61.43842	43.48639	59.72078
2018-05-05 10:41:00	359043379931766221	0.00000	8.13803	10.27286	7.38767	15.36723	15.03926	0.42538	60.62562	8.59989	76.03273	13.31072
2018-05-05 10:42:00	863033069630348248	1.00000	7.50039	9.27901	14.85701	11.62041	7.01436	0.00651	63.69031	90.00258	77.49119	54.90307
2018-05-05 10:43:00	3590433799317661800	0.00000	13.14081	6.51224	10.26691	9.96801	14.68649	0.19950	66.11904	42.72417	28.75047	42.43451
2018-05-05 10:44:00	8630330696303482188	1.00000	7.92760	10.33226	10.98818	11.25283	9.01887	0.00428	67.78188	13.76119	74.39536	20.80984
2018-05-05 10:45:00	3590433799317662147	0.00000	14.31309	9.62480	9.45121	7.66245	10.26779	0.89253	64.31816	23.28504	14.70513	79.30855
2018-05-05 10:46:00	8630330696303481719	1.00000	7.11907	10.69634	14.25818	7.93354	10.70381	0.01785	71.02050	65.24228	37.16733	48.14702
2018-05-05 10:47:00	359043379931766031	1.00000	7.51067	11.29488	12.29683	10.36420	10.43602	0.03032	36.83050	96.44421	46.23086	83.79028
2018-05-05 10:48:00	863033069630348123	1.00000	11.54533	7.10452	13.88120	14.98510	8.72951	0.05163	31.92737	62.71156	32.84049	59.47541
2018-05-05 10:49:00	8630330696303482048	1.00000	8.31660	12.26831	15.39374	10.80378	11.17976	0.00644	52.32141	93.81543	10.81555	25.89751
2018-05-05 10:50:00	359043379931766411	1.00000	8.79052	8.36496	12.73606	12.05942	7.19748	0.01306	63.68196	16.67300	24.66690	46.65351
2018-05-05 10:51:00	863033069630348313	1.00000	8.48943	11.23312	12.91686	8.93166	11.55981	0.01691	61.55458	34.68118	12.91739	90.51904
2018-05-05 10:52:00	3590433799317661974	1.00000	8.75373	11.83392	7.95206	13.76241	10.30072	0.01010	56.47164	5.69081	11.02614	19.88397
2018-05-05 10:53:00	8630330696303482089	1.00000	9.43674	11.21560	13.60352	5.45585	12.39327	0.00912	71.32436	33.79144	55.17045	12.41376
2018-05-05 10:54:00	3590433799317662121	1.00000	5.46501	8.48088	11.51835	11.43584	11.25052	0.00096	37.91370	48.02216	57.55284	19.61716
2018-05-05 10:55:00	8630330696303482212	1.00000	8.10911	8.77360	11.56030	11.22370	10.71544	0.04052	44.00274	0.96220	26.33412	87.35259
2018-05-05 10:56:00	3590433799317661230	1.00000	10.24880	8.40293	11.37972	12.63584	8.86055	0.00336	84.66907	86.50853	76.04464	69.49821
2018-05-05 10:57:00	8630330696303481743	0.00000	12.40960	8.37427	12.17866	11.40348	14.60503	0.01890	52.13484	94.53977	23.94765	94.87220
2018-05-05 10:58:00	8630330696303481990	0.00000	6.43993	7.10217	5.85490	10.55834	14.11546	0.00789	69.98847	46.44778	90.81128	62.97226
2018-05-05 10:59:00	3590433799317661669	1.00000	10.07365	15.11115	8.98055	9.08746	13.63501	0.00099	63.96542	84.60640	78.17802	31.12531
2018-05-05 11:00:00	3590433799317661677	0.00000	13.87398	14.34994	12.16183	10.08050	11.43201	1.00278	56.23128	13.83044	53.27055	59.08290
2018-05-05 11:01:00	8630330696303481727	0.00000	15.47936	6.02989	8.48041	11.33189	10.40997	0.00540	67.77144	8.52941	46.57532	84.26867
2018-05-05 11:02:00	3590433799317661974	1.00000	10.44401	6.47984	11.72109	12.81722	6.58352	0.00034	59.37238	45.02241	16.96982	61.56951
2018-05-05 11:03:00	8630330696303481057	1.00000	8.29237	11.56892	11.39143	9.02123	10.56955	0.00587	51.98851	81.10336	59.55709	80.85757
2018-05-05 11:04:00	8630330696303482444	1.00000	9.03484	9.36326	14.62705	17.46273	8.86895	0.04585	36.59999	15.87977	33.18800	45.73096
2018-05-05 11:05:00	863033069630348800	1.00000	8.18141	11.43830	13.42710	9.94225	10.75381	0.00390	53.15728	0.43404	5.55560	4.16031
2018-05-05 11:06:00	3590433799317661677	1.00000	9.55262	12.86581	11.13001	9.57439	14.04736	0.00080	51.95493	55.53042	5.92955	89.05517
2018-05-05 11:07:00	863033069630348883	1.00000	8.43437	10.31257	13.80161	9.11287	9.84836	0.00443	59.14760	64.66704	93.60512	95.94311
2018-05-05 11:08:00	3590433799317661289	1.00000	7.73188	14.89091	15.36597	8.19508	13.18445	0.00154	59.14849	69.84395	87.78170	11.16332
2018-05-05 11:09:00	3590433799317662337	1.00000	6.46584	8.79627	12.05792	9.54953	10.42790	0.10905	67.21725	99.34233	27.25995	39.85658
2018-05-05 11:10:00	359043379931766163	1.00000	10.14928	12.02239	9.31757	11.06008	8.72252	0.01316	43.43619	90.69673	87.16988	22.31060
2018-05-05 11:11:00	8630330696303482451	0.00000	13.00699	10.45130	9.85986	11.90749	14.57781	0.45987	40.28023	67.01334	22.74774	21.09776
2018-05-05 11:12:00	8630330696303481990	1.00000	11.63607	11.30522	10.06887	2.59823	12.61002	0.01499	46.23012	67.26850	38.33283	68.68412
2018-05-05 11:13:00	3590433799317661974	1.00000	9.59537	8.21861	12.81476	11.88416	6.81601	0.00157	65.60648	16.01454	92.59081	99.42998
2018-05-05 11:14:00	3590433799317661834	0.00000	12.31382	5.83300	6.85045	13.08747	12.42626	0.13540	34.49975	26.08028	94.33919	95.30463
2018-05-05 11:15:00	8630330696303481065	1.00000	7.12581	10.91269	9.57663	7.33229	9.86335	0.00270	54.64967	62.47839	86.04852	88.95548
2018-05-05 11:16:00	3590433799317661875	0.00000	10.59907	7.70037	9.60097	10.94856	11.67759	1.18691	63.19616	99.83600	54.69424	22.73445
2018-05-05 11:17:00	359043379931766049	0.00000	9.13035	8.19874	9.87486	10.80352	10.04168	0.03856	41.76760	15.83679	20.23839	60.00672
2018-05-05 11:18:00	359043379931766148	1.00000	8.11726	10.32247	14.45567	8.66460	10.09575	0.00334	36.97428	26.12479	68.01630	63.69551
2018-05-05 11:19:00	3590433799317661552	1.00000	8.90674	13.61666	11.78491	11.68407	10.14485	0.00208	70.66076	35.92050	96.30238	7.68150
2018-05-05 11:20:00	3590433799317661933	1.00000	8.44723	15.30526	10.59980	10.05577	13.41593	0.00185	49.36150	16.45175	4.43686	33.48403
2018-05-05 11:21:00	359043379931766163	1.00000	6.48063	7.25690	11.68570	9.81999	11.61970	0.00528	43.89791	69.08089	16.87909	71.87694
2018-05-05 11:22:00	8630330696303482287	0.00000	11.47915	7.43977	9.52371	7.19361	6.10456	0.00237	54.50412	25.58654	9.42030	96.30550
2018-05-05 11:23:00	359043379931766551	1.00000	14.20266	9.43675	3.77100	15.48903	15.42947	0.01717	64.56453	91.25936	88.96510	59.72061
2018-05-05 11:24:00	8630330696303481669	1.00000	7.94145	7.51818	13.71898	6.70723	9.43944	0.10426	28.93014	43.51468	53.51669	51.70633
2018-05-05 11:25:00	8630330696303481958	0.00000	14.26421	8.67142	5.51263	12.81603	14.08315	0.16831	40.53916	75.68601	93.60009	80.37731
2018-05-05 11:26:00	3590433799317661974	1.00000	7.60646	8.76618	13.35252	12.18892	7.18581	0.00079	60.81998	27.96721	93.53284	28.22285
2018-05-05 11:27:00	3590433799317661685	1.00000	6.15934	7.50174	11.94238	12.87626	8.33844	0.00015	55.46744	77.72914	38.73006	19.46236
2018-05-05 11:28:00	8630330696303481305	1.00000	10.03037	8.68897	13.14360	10.39842	9.57092	0.00099	47.33144	16.98770	89.25836	0.75725
2018-05-05 11:29:00	3590433799317661545	1.00000	9.41476	13.78162	9.05551	7.93150	13.25177	0.00148	59.26352	5.99664	14.17321	3.35181
2018-05-05 11:30:00	359043379931766114	1.00000	8.64380	5.70876	10.73645	11.45071	11.76349	0.00287	65.30006	15.68525	75.97133	46.49817
2018-05-05 11:31:00	863033069630348784	1.00000	10.69567	8.30590	13.91453	15.42051	7.75944	0.01215	77.19228	17.91279	3.99554	19.78621
2018-05-05 11:32:00	3590433799317661065	1.00000	8.76546	9.97728	11.71222	5.83621	12.32280	0.00129	47.75838	85.61314	70.82554	45.92101
2018-05-05 11:33:00	8630330696303482386	1.00000	7.56856	9.48530	12.96101	9.71256	11.03087	0.00215	68.70587	17.90323	87.66176	33.46639
2018-05-05 11:34:00	359043379931766866	1.00000	8.34296	15.02213	15.18515	6.84395	14.07553	0.00086	50.91100	47.66414	78.15362	7.63000
2018-05-05 11:35:00	8630330696303482253	1.00000	6.44362	8.45633	8.91576	10.90707	11.83710	0.00090	41.18620	30.35457	3.87244	29.05185
2018-05-05 11:36:00	3590433799317661719	1.00000	9.36506	13.03145	15.56250	10.02937	11.22871	0.01383	45.53258	2.11924	21.94828	13.20338
2018-05-05 11:37:00	3590433799317661263	1.00000	11.15543	10.45793	15.28316	10.10438	6.37015	0.00077	65.31766	63.09840	96.88552	38.32324
2018-05-05 11:38:00	359043379931766122	0.00000	9.51275	9.79462	7.64119	14.45991	10.28229	1.35235	58.97982	7.84171	7.57953	75.31318
2018-05-05 11:39:00	3590433799317661735	1.00000	7.17497	10.41382	11.58066	13.93408	10.02212	0.00691	48.28406	36.26141	13.61805	3.12102
2018-05-05 11:40:00	3590433799317662303	0.00000	9.46708	7.99553	9.18960	8.46920	14.63012	0.02861	41.14581	29.08208	41.63302	11.37841
2018-05-05 11:41:00	863033069630348339	1.00000	10.07496	11.65866	10.26528	7.30228	8.89829	0.03586	38.76745	47.70796	57.00363	67.92234
2018-05-05 11:42:00	863033069630348701	1.00000	10.88465	9.10063	10.60575	12.60725	8.15830	0.00106	51.54890	39.51393	74.00688	58.93023
2018-05-05 11:43:00	8630330696303481396	0.00000	10.72617	10.00600	9.66336	7.87380	11.43800	0.03570	37.48713	90.32114	5.72317	27.01441
2018-05-05 11:44:00	863033069630348834	1.00000	10.21906	7.90842	9.82789	12.38936	9.68038	0.00591	40.84521	6.69255	78.93515	42.22643
2018-05-05 11:45:00	8630330696303481792	1.00000	7.56309	10.61783	11.36031	14.69440	6.43752	0.00159	38.48349	44.99300	73.40018	16.92330
2018-05-05 11:46:00	3590433799317661131	1.00000	8.02590	13.72892	13.96217	7.14921	15.51417	0.00041	52.74680	51.41487	31.21847	92.75836
2018-05-05 11:47:00	8630330696303481768	0.00000	12.53424	11.38630	7.17935	13.93012	13.51228	0.10432	42.60710	41.66073	89.94869	61.11365
2018-05-05 11:48:00	8630330696303481958	0.00000	9.01269	13.46189	9.26142	7.43078	11.37075	0.02919	49.94121	90.06212	37.32015	45.03211
2018-05-05 11:49:00	359043379931766528	1.00000	13.79762	7.64105	11.00056	14.74821	4.60392	0.00097	63.97141	84.37304	31.57020	5.24553
2018-05-05 11:50:00	359043379931766072	0.00000	12.69875	9.85000	6.85784	15.94717	12.61815	0.22078	72.71704	45.18412	35.68496	87.14374
2018-05-05 11:51:00	8630330696303481693	0.00000	13.25015	9.16541	9.98781	8.07565	14.75365	0.04513	57.36583	46.29272	14.96722	5.13339
2018-05-05 11:52:00	3590433799317661719	0.00000	12.67516	8.45040	11.06965	9.27538	13.43105	0.51646	62.76687	42.53605	63.09159	83.82496
2018-05-05 11:53:00	3590433799317661180	1.00000	8.72930	9.77779	11.54031	11.90034	9.03620	0.01911	51.14861	69.90144	92.47491	16.81912
2018-05-05 11:54:00	863033069630348057	0.00000	13.36780	11.03268	8.93242	9.49998	13.35647	0.01228	45.15969	95.88695	85.95602	93.88869
2018-05-05 11:55:00	8630330696303482451	0.00000	13.29164	7.19225	7.39099	10.22135	12.81305	0.10242	46.65953	17.24264	0.21541	66.26298
2018-05-05 11:56:00	3590433799317662493	1.00000	10.00766	10.38087	13.40010	15.55223	7.36529	0.06104	39.33327	33.96010	73.32385	25.24324
2018-05-05 11:57:00	8630330696303481487	1.00000	5.99649	9.72073	12.07642	11.86886	9.17177	0.00688	61.53675	1.46080	89.06063	72.62936
2018-05-05 11:58:00	8630330696303481966	1.00000	10.79841	10.94505	8.33395	11.95878	14.62499	0.00044	49.92842	86.38977	8.42521	89.05435
2018-05-05 11:59:00	359043379931766387	0.00000	11.47491	11.00235	4.86644	15.91945	15.93779	1.16705	48.50542	8.10656	11.66404	86.59621
2018-05-05 12:00:00	3590433799317661248	1.00000	8.88378	10.69657	13.47664	14.36301	6.29190	0.00074	52.00817	60.68505	37.59775	69.84583
2018-05-05 12:01:00	359043379931766049	1.00000	11.11006	11.37927	9.61240	7.80139	14.13190	0.00422	70.43641	88.66218	29.09565	11.43850
2018-05-05 12:02:00	863033069630348685	0.00000	14.31583	10.50859	9.67966	9.82181	11.17752	0.26831	50.08804	31.49141	79.65075	37.05868
2018-05-05 12:03:00	8630330696303481289	1.00000	8.42012	5.43761	9.19593	12.13527	8.57984	0.00064	55.75506	48.25769	77.11522	63.30133
2018-05-05 12:04:00	3590433799317661768	1.00000	8.37855	15.50200	14.67358	8.18097	12.10249	0.00201	61.32853	73.91593	75.31600	50.64145
2018-05-05 12:05:00	3590433799317661255	1.00000	9.34561	7.95430	10.73370	13.74096	9.32188	0.00153	59.51354	48.67183	69.04791	62.13270
2018-05-05 12:06:00	3590433799317661701	1.00000	9.25090	10.26353	10.87058	7.00920	10.99017	0.00982	67.26199	31.44352	49.00593	36.10541
2018-05-05 12:07:00	8630330696303482022	1.00000	12.84884	6.28734	13.90671	14.17696	6.74500	0.00053	66.10357	31.81673	21.61245	77.47879
2018-05-05 12:08:00	3590433799317662253	1.00000	10.25500	10.11671	9.76490	8.25997	13.89206	0.00229	52.48426	43.96901	68.33140	4.36784
2018-05-05 12:09:00	359043379931766221	0.00000	8.19974	11.17621	9.77944	14.83943	12.18126	1.32474	37.36794	56.90796	75.86156	85.51595
2018-05-05 12:10:00	863033069630348180	0.00000	9.20092	7.12783	7.69345	5.70623	14.40390	0.39236	47.93454	95.87030	78.79484	86.64777
2018-05-05 12:11:00	3590433799317662188	0.00000	10.25140	12.50748	8.29378	13.81266	13.16509	0.15263	73.64224	59.11826	86.19728	69.08411
2018-05-05 12:12:00	863033069630348545	1.00000	9.09015	13.51223	12.35454	7.62085	14.75443	0.00084	31.84670	86.39388	81.87623	43.51702
2018-05-05 12:13:00	863033069630348784	0.00000	8.61406	8.50636	10.22723	8.42445	13.51143	0.06025	56.18848	57.11972	14.18442	64.36053
2018-05-05 12:14:00	8630330696303481347	1.00000	9.17673	5.29045	10.35059	10.59788	9.79082	0.00230	66.20631	14.42480	39.26923	93.66783
2018-05-05 12:15:00	8630330696303482063	1.00000	11.58518	10.30119	8.86637	7.25231	13.38880	0.00078	49.98398	45.47734	44.44800	60.33850
2018-05-05 12:16:00	8630330696303481008	1.00000	12.60549	9.39400	9.69898	14.82014	11.12975	0.10249	31.96679	84.37163	74.48696	32.83240
2018-05-05 12:17:00	3590433799317661479	1.00000	7.68302	11.58858	19.10716	6.42332	14.79654	0.00246	48.44281	35.73954	15.93762	60.46013
2018-05-05 12:18:00	3590433799317661016	1.00000	11.26232	8.75781	14.51008	13.30771	5.12109	0.00401	81.77120	1.01898	88.91898	47.37725
2018-05-05 12:19:00	359043379931766064	1.00000	9.00586	9.44522	11.54093	11.02258	9.59098	0.03064	26.37934	71.60885	41.72601	91.67758
2018-05-05 12:20:00	8630330696303481982	0.00000	11.15396	10.56870	9.81899	12.78598	14.64542	0.39334	36.43608	67.84532	72.36246	77.10505
2018-05-05 12:21:00	863033069630348594	1.00000	6.76890	10.16769	10.83350	9.85729	14.55983	0.00153	74.03599	39.25883	26.05472	6.59064
2018-05-05 12:22:00	863033069630348248	1.00000	9.05128	12.60245	13.77189	11.04221	10.54277	0.00142	57.09716	94.35106	62.12400	89.21393
2018-05-05 12:23:00	359043379931766817	1.00000	8.85222	12.47778	11.47705	10.13381	11.21030	0.01382	48.63637	6.12871	96.90459	56.70642
2018-05-05 12:24:00	3590433799317661693	1.00000	7.69878	13.24792	13.19707	11.83250	12.50991	0.00441	38.97118	83.46412	96.15392	94.87390
2018-05-05 12:25:00	359043379931766361	1.00000	7.42602	11.87453	13.23864	11.01779	6.02238	0.00084	44.28606	80.58558	63.53414	90.16880
2018-05-05 12:26:00	8630330696303481768	1.00000	8.49382	11.63541	12.96247	6.60077	12.97418	0.00509	54.16327	45.06892	42.80554	65.91349
2018-05-05 12:27:00	359043379931766668	1.00000	12.87306	8.77878	5.58869	13.68883	13.75437	0.42347	62.53373	22.38137	39.66367	49.42207
2018-05-05 12:28:00	8630330696303482493	0.00000	12.91549	7.67705	8.61568	13.50967	10.43118	0.01535	37.15058	8.62959	67.46380	50.13567
2018-05-05 12:29:00	3590433799317661180	0.00000	11.48074	7.08442	7.75342	13.42345	12.53716	0.02535	56.54950	52.86742	92.69446	18.98832
2018-05-05 12:30:00	863033069630348750	0.00000	12.44789	8.95652	7.58089	12.33161	10.10992	0.00699	37.03298	19.36598	64.63067	3.02177
2018-05-05 12:31:00	3590433799317661487	1.00000	10.86374	6.90234	13.57596	11.57063	9.71776	0.00152	52.25588	28.27402	53.23493	46.69636
2018-05-05 12:32:00	3590433799317662196	1.00000	7.41579	5.90255	11.64758	10.20535	9.97833	0.00108	57.66404	61.88332	49.84181	26.16034
2018-05-05 12:33:00	359043379931766437	1.00000	8.76637	10.80595	14.95415	16.82622	7.52334	0.00413	48.75587	1.84697	3.59816	29.12682
2018-05-05 12:34:00	3590433799317661073	1.00000	9.81316	4.96363	11.87043	8.13760	8.88722	0.00040	71.87270	13.36329	50.98488	56.87417
2018-05-05 12:35:00	8630330696303481792	0.00000	14.53738	8.95582	8.67909	11.60963	10.29830	0.09342	74.74567	27.43758	19.00839	49.24544
2018-05-05 12:36:00	863033069630348073	1.00000	9.69058	14.39247	12.10970	8.48161	14.63959	0.00781	42.10637	79.40263	1.58276	6.06790
2018-05-05 12:37:00	8630330696303481552	0.00000	14.76695	9.46580	11.04958	10.11153	11.01462	2.11656	35.73552	95.85884	0.47842	43.91887
2018-05-05 12:38:00	3590433799317661883	0.00000	10.80922	8.52630	9.16087	7.06367	13.63264	0.15556	75.85820	77.01027	44.92425	9.20690
2018-05-05 12:39:00	3590433799317661693	1.00000	9.17705	7.89851	14.36732	12.36432	9.82324	0.02287	50.96725	41.08926	66.10026	65.01157
2018-05-05 12:40:00	3590433799317661719	0.00000	10.94373	10.56519	8.60810	7.11310	8.16514	0.25161	53.22445	2.61514	78.78603	48.59790
2018-05-05 12:41:00	3590433799317661487	1.00000	10.92101	3.89235	11.51534	13.95629	8.83586	0.00129	45.60273	4.69904	29.41282	42.37152
2018-05-05 12:42:00	863033069630348602	1.00000	10.16138	15.15562	9.82198	7.21078	12.62827	0.00096	40.96011	43.79793	77.21249	61.91541
2018-05-05 12:43:00	8630330696303482436	0.00000	12.46443	7.24630	7.10816	13.33877	13.88015	0.34126	47.68372	30.79718	89.98244	14.57580
2018-05-05 12:44:00	863033069630348537	1.00000	8.33635	12.75300	14.20814	9.10574	10.48692	0.01160	79.04278	97.09898	99.35253	56.09716
2018-05-05 12:45:00	359043379931766064	1.00000	8.92180	9.15240	12.77103	12.36302	10.72033	0.00290	61.08932	14.11990	48.01286	34.41601
2018-05-05 12:46:00	3590433799317662451	1.00000	10.37871	12.18603	14.89643	5.40419	9.84970	0.00795	57.94169	10.83603	10.83741	2.14623
2018-05-05 12:47:00	8630330696303481321	1.00000	6.35527	13.47996	16.90065	9.44215	11.75509	0.00684	36.59038	89.20202	37.08619	60.91511
2018-05-05 12:48:00	863033069630348859	1.00000	8.92536	10.24787	16.30799	5.74074	10.13064	0.01610	56.72633	59.56011	89.69735	96.01394
2018-05-05 12:49:00	3590433799317662386	1.00000	11.27125	14.46149	13.92754	5.18046	14.04634	0.00258	43.79536	24.75907	14.31291	10.48713
2018-05-05 12:50:00	359043379931766049	1.00000	8.89552	10.71090	11.89766	7.44476	12.09506	0.00554	44.92660	38.53133	70.93980	44.75797
2018-05-05 12:51:00	3590433799317661420	1.00000	7.84332	15.08075	14.30405	6.92996	10.58765	0.00198	72.27701	31.27458	52.97862	35.82126
2018-05-05 12:52:00	3590433799317661420	1.00000	5.22648	10.66640	12.33994	9.92894	12.55092	0.02898	63.20225	70.03333	89.10390	55.36131
2018-05-05 12:53:00	3590433799317662402	1.00000	8.07147	8.86193	11.90255	10.40021	7.70434	0.00283	38.58216	21.21479	74.42477	96.70203
2018-05-05 12:54:00	863033069630348867	1.00000	8.24683	13.29665	12.00096	6.11777	12.74966	0.01439	54.52446	39.91513	2.93176	80.65357
2018-05-05 12:55:00	8630330696303482139	1.00000	8.28316	12.51537	15.18544	8.82205	11.91040	0.05306	54.87466	99.82039	90.80222	57.98416
2018-05-05 12:56:00	3590433799317661156	1.00000	10.61341	9.71904	9.40929	8.32975	11.53692	0.05807	42.09719	82.49445	11.04986	78.39452
2018-05-05 12:57:00	3590433799317661958	1.00000	7.95889	15.08027	15.30142	8.90802	13.94396	0.01096	63.18604	42.07646	56.44100	35.09671
2018-05-05 12:58:00	8630330696303482154	0.00000	12.80290	8.93266	10.68106	9.23627	10.91887	0.29398	49.15728	60.97826	32.81791	12.26184
2018-05-05 12:59:00	3590433799317661297	1.00000	10.27188	12.44171	10.48160	13.23525	13.94915	0.00078	67.93066	7.61918	26.05110	45.13616
2018-05-05 13:00:00	3590433799317661263	1.00000	8.74607	14.18806	15.01176	9.56464	14.53859	0.00046	31.17601	63.72035	16.03733	56.75357
2018-05-05 13:01:00	8630330696303481529	0.00000	10.66902	5.10545	7.90779	14.61890	15.37198	0.12889	50.96843	73.80528	72.96200	71.10356
